Time,Unix Time,CPU Utilization (%),RAM Utilization (MB)
2023-09-13 05:52:09,1694577129,0.7,223.688
2023-09-13 05:52:11,1694577131,2.6,224.062
2023-09-13 05:52:12,1694577132,0.3,224.188
2023-09-13 05:52:13,1694577133,0.4,224.328
2023-09-13 05:52:14,1694577134,0.3,224.438
2023-09-13 05:52:15,1694577135,0.3,224.844
2023-09-13 05:52:16,1694577136,7.1,225.125
2023-09-13 05:52:17,1694577137,0.3,225.344
2023-09-13 05:52:18,1694577138,1.7,225.938
2023-09-13 05:52:19,1694577139,1.1,226.141
2023-09-13 05:52:20,1694577140,1.8,226.312
2023-09-13 05:52:22,1694577142,1.9,226.609
2023-09-13 05:52:23,1694577143,1.7,226.859
2023-09-13 05:52:24,1694577144,0.5,227.016
2023-09-13 05:52:25,1694577145,0.3,227.406
2023-09-13 05:52:26,1694577146,0.3,227.625
2023-09-13 05:52:27,1694577147,0.2,227.891
2023-09-13 05:52:28,1694577148,0.1,228.062
2023-09-13 05:52:29,1694577149,0.1,228.547
2023-09-13 05:52:30,1694577150,1.6,228.859
2023-09-13 05:52:31,1694577151,2.1,229.156
2023-09-13 05:52:32,1694577152,3.1,229.484
2023-09-13 05:52:34,1694577154,7.4,229.984
2023-09-13 05:52:35,1694577155,2.0,230.312
2023-09-13 05:52:36,1694577156,1.4,230.453
2023-09-13 05:52:37,1694577157,0.3,230.625
2023-09-13 05:52:38,1694577158,0.3,230.781
2023-09-13 05:52:39,1694577159,0.2,231.156
2023-09-13 05:52:40,1694577160,0.2,231.375
2023-09-13 05:52:41,1694577161,0.3,231.812
2023-09-13 05:52:42,1694577162,0.1,232.219
2023-09-13 05:52:43,1694577163,0.9,232.469
2023-09-13 05:52:45,1694577165,0.5,232.688
2023-09-13 05:52:46,1694577166,1.9,232.906
2023-09-13 05:52:47,1694577167,2.0,233.156
2023-09-13 05:52:48,1694577168,0.6,233.375
2023-09-13 05:52:49,1694577169,0.4,233.719
2023-09-13 05:52:50,1694577170,0.3,234
2023-09-13 05:52:51,1694577171,0.2,234.125
2023-09-13 05:52:52,1694577172,0.2,234.484
2023-09-13 05:52:53,1694577173,0.1,235.062
2023-09-13 05:52:54,1694577174,2.1,235.328
2023-09-13 05:52:56,1694577176,2.0,235.609
2023-09-13 05:52:57,1694577177,3.8,235.828
2023-09-13 05:52:58,1694577178,1.0,236.109
2023-09-13 05:52:59,1694577179,0.6,236.359
2023-09-13 05:53:00,1694577180,0.5,236.516
2023-09-13 05:53:01,1694577181,0.9,236.641
2023-09-13 05:53:02,1694577182,0.2,236.984
2023-09-13 05:53:03,1694577183,0.2,237.219
2023-09-13 05:53:04,1694577184,0.2,237.5
2023-09-13 05:53:05,1694577185,1.8,237.953
2023-09-13 05:53:06,1694577186,0.2,238.188
2023-09-13 05:53:08,1694577188,1.1,238.297
2023-09-13 05:53:09,1694577189,0.9,238.594
2023-09-13 05:53:10,1694577190,0.8,238.75
2023-09-13 05:53:11,1694577191,0.9,239.062
2023-09-13 05:53:12,1694577192,0.5,239.312
2023-09-13 05:53:13,1694577193,0.3,239.688
2023-09-13 05:53:14,1694577194,0.3,239.969
2023-09-13 05:53:15,1694577195,0.6,240.234
2023-09-13 05:53:16,1694577196,3.0,240.344
2023-09-13 05:53:17,1694577197,1.3,241.203
2023-09-13 05:53:19,1694577199,2.1,241.641
2023-09-13 05:53:20,1694577200,1.1,242.172
2023-09-13 05:53:21,1694577201,1.0,242.609
2023-09-13 05:53:22,1694577202,1.7,243.047
2023-09-13 05:53:23,1694577203,2.8,243.594
2023-09-13 05:53:24,1694577204,12.4,244.297
2023-09-13 05:53:25,1694577205,0.5,244.844
2023-09-13 05:53:26,1694577206,0.7,245.406
2023-09-13 05:53:27,1694577207,0.2,245.969
2023-09-13 05:53:28,1694577208,0.2,246.516
2023-09-13 05:53:30,1694577210,0.2,248.062
2023-09-13 05:53:31,1694577211,1.8,248.672
2023-09-13 05:53:32,1694577212,6.3,249.25
2023-09-13 05:53:33,1694577213,1.8,249.828
2023-09-13 05:53:34,1694577214,3.0,250.391
2023-09-13 05:53:35,1694577215,0.7,250.984
2023-09-13 05:53:36,1694577216,3.1,251.609
2023-09-13 05:53:37,1694577217,0.9,252.328
2023-09-13 05:53:38,1694577218,0.3,252.906
2023-09-13 05:53:39,1694577219,0.5,253.484
2023-09-13 05:53:40,1694577220,0.1,254.094
2023-09-13 05:53:42,1694577222,9.9,255.266
2023-09-13 05:53:43,1694577223,2.3,255.859
2023-09-13 05:53:44,1694577224,1.8,256.484
2023-09-13 05:53:45,1694577225,3.0,257.078
2023-09-13 05:53:46,1694577226,0.5,257.656
2023-09-13 05:53:47,1694577227,0.5,258.266
2023-09-13 05:53:48,1694577228,0.3,258.859
2023-09-13 05:53:49,1694577229,0.2,259.484
2023-09-13 05:53:50,1694577230,2.0,260.047
2023-09-13 05:53:51,1694577231,0.2,260.641
2023-09-13 05:53:53,1694577233,0.2,261.234
2023-09-13 05:53:54,1694577234,0.3,262.406
2023-09-13 05:53:55,1694577235,2.8,263
2023-09-13 05:53:56,1694577236,1.5,263.641
2023-09-13 05:53:57,1694577237,0.9,264.266
2023-09-13 05:53:58,1694577238,1.6,264.969
2023-09-13 05:53:59,1694577239,10.8,266.953
2023-09-13 05:54:00,1694577240,0.5,267.547
2023-09-13 05:54:01,1694577241,4.7,291.078
2023-09-13 05:54:02,1694577242,0.3,291.188
2023-09-13 05:54:04,1694577244,0.2,291.281
2023-09-13 05:54:05,1694577245,0.2,291.391
2023-09-13 05:54:06,1694577246,2.0,291.719
2023-09-13 05:54:07,1694577247,0.8,291.891
2023-09-13 05:54:08,1694577248,4.1,291.984
2023-09-13 05:54:09,1694577249,0.4,292.094
2023-09-13 05:54:10,1694577250,0.4,292.328
2023-09-13 05:54:11,1694577251,0.7,292.672
2023-09-13 05:54:12,1694577252,0.4,292.781
2023-09-13 05:54:13,1694577253,0.2,292.875
2023-09-13 05:54:15,1694577255,2.4,294.969
2023-09-13 05:54:16,1694577256,0.0,295.062
2023-09-13 05:54:17,1694577257,0.1,295.281
2023-09-13 05:54:18,1694577258,1.4,295.406
2023-09-13 05:54:19,1694577259,5.4,295.5
2023-09-13 05:54:20,1694577260,0.9,295.594
2023-09-13 05:54:21,1694577261,1.8,295.734
2023-09-13 05:54:22,1694577262,2.7,295.844
2023-09-13 05:54:23,1694577263,0.3,295.938
2023-09-13 05:54:24,1694577264,0.3,296.031
2023-09-13 05:54:26,1694577266,0.2,296.125
2023-09-13 05:54:27,1694577267,0.1,296.234
2023-09-13 05:54:28,1694577268,0.0,296.328
2023-09-13 05:54:29,1694577269,1.5,296.609
2023-09-13 05:54:30,1694577270,0.9,296.703
2023-09-13 05:54:31,1694577271,0.8,296.812
