Time,Unix Time,CPU Utilization (%),RAM Utilization (MB)
2023-09-13 11:00:27,1694595627,9.1,471.969
2023-09-13 11:00:28,1694595628,15.3,472.219
2023-09-13 11:00:29,1694595629,4.4,472.406
2023-09-13 11:00:30,1694595630,5.3,472.734
2023-09-13 11:00:31,1694595631,5.0,472.922
2023-09-13 11:00:32,1694595632,9.7,473.109
2023-09-13 11:00:33,1694595633,7.1,473.297
2023-09-13 11:00:34,1694595634,6.1,473.484
2023-09-13 11:00:35,1694595635,4.6,473.688
2023-09-13 11:00:36,1694595636,6.4,473.969
2023-09-13 11:00:38,1694595638,3.2,474.188
2023-09-13 11:00:39,1694595639,11.9,474.391
2023-09-13 11:00:40,1694595640,8.9,474.578
2023-09-13 11:00:41,1694595641,11.9,474.859
2023-09-13 11:00:42,1694595642,6.9,475.062
2023-09-13 11:00:43,1694595643,8.7,477.875
2023-09-13 11:00:44,1694595644,4.0,478.062
2023-09-13 11:00:45,1694595645,5.2,478.25
2023-09-13 11:00:46,1694595646,6.6,478.438
2023-09-13 11:00:47,1694595647,10.2,478.625
2023-09-13 11:00:48,1694595648,8.9,478.859
2023-09-13 11:00:49,1694595649,3.6,479.047
2023-09-13 11:00:51,1694595651,5.4,479.328
2023-09-13 11:00:52,1694595652,5.1,479.547
2023-09-13 11:00:53,1694595653,10.0,479.734
2023-09-13 11:00:54,1694595654,7.0,479.938
